,Molecule_ChEMBL_ID,Molecule_Name,Molecule_Max_Phase,Molecular_Weight,#RO5_Violations,AlogP,Compound_Key,Smiles,Standard_Type,Standard_Relation,Standard_Value,Standard_Units,pChEMBL_Value,Data_Validity_Comment,Comment,Uo_Units,Ligand_Efficiency_BEI,Ligand_Efficiency_LE,Ligand_Efficiency_LLE,Ligand_Efficiency_SEI,Potential_Duplicate,Assay_ChEMBL_ID,Assay_Description,Assay_Type,BAO_Format_ID,BAO_Label,Assay_Organism,Assay_Tissue_ChEMBL_ID,Assay_Tissue_Name,Assay_Cell_Type,Assay_Subcellular_Fraction,Assay_Parameters,Assay_Variant_Accession,Assay_Variant_Mutation,Target_ChEMBL_ID,Target_Name,Target_Organism,Target_Type,Document_ChEMBL_ID,Source_ID,Source_Description,Document_Journal,Document_Year,Cell_ChEMBL_ID,Properties,Standard_Value_nM,base_rdkit_smiles
3143,CHEMBL4286575,,0.0,366.89,0.0,4.69,6,Clc1ccc(N2CCN(CCOc3ccc4ccccc4c3)CC2)cc1,Inhibition,'=',28.0,%,,,,UO_0000187,,,,,False,CHEMBL4276209,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells at 10 uM after 15 to 20 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4270660,1,Scientific Literature,Bioorg Med Chem,2018.0,,,28.0,Clc1ccc(N2CCN(CCOc3ccc4ccccc4c3)CC2)cc1
3144,CHEMBL4294700,,0.0,362.47,0.0,4.05,3,COc1ccccc1N1CCN(CCOc2ccc3ccccc3c2)CC1,Inhibition,'=',21.0,%,,,,UO_0000187,,,,,False,CHEMBL4276209,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells at 10 uM after 15 to 20 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4270660,1,Scientific Literature,Bioorg Med Chem,2018.0,,,21.0,COc1ccccc1N1CCN(CCOc2ccc3ccccc3c2)CC1
3145,CHEMBL3289656,,0.0,339.47,0.0,2.84,28,c1cnc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,Ki,'=',2773.0,nM,5.56,,,UO_0000065,16.37,0.32,2.72,12.31,False,CHEMBL3293221,Displacement of [3H]nisoxetine from human NET by PDSP assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3286287,1,Scientific Literature,Bioorg. Med. Chem.,2014.0,,,2773.0,c1cnc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1
3146,CHEMBL603430,,0.0,342.46,0.0,3.49,18b,CCN(C)CCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12,IC50,'=',49.0,nM,7.31,,,UO_0000065,21.34,0.42,3.82,13.75,False,CHEMBL1043358,Inhibition of [3H]norepinephrine uptake at human NET expressed in MDCK-Net6 cells after 10 mins by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152674,1,Scientific Literature,Bioorg. Med. Chem.,2009.0,,,49.0,CCN(C)CCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12
3147,CHEMBL1909048,,0.0,313.83,0.0,4.43,1-(2-CHLOROBENZOYL)-4-(PHENYLMETHYL)-PIPERIDINE,O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1
3148,CHEMBL130477,,0.0,298.77,0.0,3.0,3,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,IC50,'=',4.9,nM,8.31,,,UO_0000065,,,,,False,CHEMBL756262,Inhibition of NE uptake in HEK cells expressing human noradrenaline transporter (hNET),F,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1135775,1,Scientific Literature,J. Med. Chem.,2002.0,CHEMBL3307715,,4.9,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21
3149,CHEMBL549,CITALOPRAM,4.0,324.4,0.0,3.81,"2, (+/-)-Citalopram",CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,Ki,'>',1000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL2340408,Inhibition of [3H]dopamine uptake at human NET expressed in COS7 cells after 5 mins by beta-counting,B,BAO_0000219,cell-based format,Homo sapiens,,,COS-7,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2331119,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013.0,CHEMBL3307648,,1000000.0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
3150,CHEMBL2337587,,0.0,283.37,0.0,3.42,12b,COc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1,IC50,'=',1.995,nM,8.7,,,UO_0000065,30.7,0.57,5.28,28.53,False,CHEMBL2343890,Inhibition of human recombinant NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2331276,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013.0,CHEMBL3307715,,1.995,COc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1
3151,CHEMBL4091502,,0.0,466.63,0.0,4.1,2g,c1ccc(CCCN2CCN(CCn3nnnc3C(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',1467.0,nM,5.83,,,UO_0000065,12.5,0.23,1.73,11.65,False,CHEMBL4007285,Inhibition of [3H]-5-norepinephrine reuptake in human NET expressed in HEK293 cells by microbeta liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4004887,1,Scientific Literature,Bioorg Med Chem,2017.0,CHEMBL3307715,,1467.0,c1ccc(CCCN2CCN(CCn3nnnc3C(c3ccccc3)c3ccccc3)CC2)cc1
3152,CHEMBL1099134,,0.0,341.5,0.0,2.86,10b,Cn1cc(C(CN2CCNCC2)C2(O)CCCCC2)c2ccccc21,IC50,,,,,,Not Determined,,,,,,False,CHEMBL1115565,Inhibition of human NET transfected in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1158540,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,,Cn1cc(C(CN2CCNCC2)C2(O)CCCCC2)c2ccccc21
3153,CHEMBL1095525,,0.0,328.91,0.0,3.09,21c,OC1(C(CN2CCNCC2)c2csc(Cl)c2)CCCCC1,IC50,'=',100.0,nM,7.0,,,UO_0000065,21.28,0.46,3.91,19.72,False,CHEMBL1115565,Inhibition of human NET transfected in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1158540,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,100.0,OC1(C(CN2CCNCC2)c2csc(Cl)c2)CCCCC1
3154,CHEMBL1097147,,0.0,328.91,0.0,3.09,17,OC1(C(CN2CCNCC2)c2ccc(Cl)s2)CCCCC1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL1115565,Inhibition of human NET transfected in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1158540,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,,OC1(C(CN2CCNCC2)c2ccc(Cl)s2)CCCCC1
3155,CHEMBL3704749,,0.0,361.53,0.0,4.46,BDBM172720,CCOc1ccc(C2(C(CC(C)C)NCCOC(=O)CC)CCC2)cc1,Ki,'=',2340.0,nM,5.63,,382311,UO_0000065,15.57,0.3,1.17,11.84,False,CHEMBL3888216,"Radioligand Binding Assay: The compounds were evaluated using well established radioligand binding assays protocols (Galli, A. et al., J. Exp. Biol. 1995, 198, 2197-2212; Giros, B. et al., Trends Pharmcol. Sci. 1993, 14, 43-49; Gu, H. et al., J. Biol. Chem. 1994, 269(10), 7124-7130; Shearman, L. P. et al, Am. J. Physiol., 1998, 275 (6 Pt 1), C1621-1629; Wolf, W. A. et al., J. Biol. Chem. 1992, 267(29), 20820-20825). The human recombinant transporter proteins dopamine (DAT), norepinephrine (NET) and serotonin (SERT) were selected for the in vitro assays. The radioligand binding assays were carried out at 11 different test concentrations 0.1 nm to 1 μM.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3886623,37,BindingDB Database,,2016.0,,,2340.0,CCOc1ccc(C2(C(CC(C)C)NCCOC(=O)CC)CCC2)cc1
3156,CHEMBL4071524,,0.0,352.46,0.0,3.83,7h,COc1cc(C)nc(C[S+]([O-])C(c2ccccc2)c2ccccc2)n1,IC50,'=',227500.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL4032121,Inhibition of re-uptake of [3H]MPP+ at human NET expressed in HEK293 cells preincubated for 5 mins followed by [3H]-dopamine addition measured after 3 min by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4028886,1,Scientific Literature,J Med Chem,2017.0,CHEMBL3307715,,227500.0,COc1cc(C)nc(C[S+]([O-])C(c2ccccc2)c2ccccc2)n1
3157,CHEMBL2337594,,0.0,287.79,0.0,4.07,15a,Clc1cccc(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1,IC50,'=',1.995,nM,8.7,,,UO_0000065,30.23,0.59,4.63,40.92,False,CHEMBL2343890,Inhibition of human recombinant NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2331276,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013.0,CHEMBL3307715,,1.995,Clc1cccc(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1
3158,CHEMBL3916301,,0.0,394.0,1.0,5.74,BDBM215795,CCC(NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1)C(=O)OCC(C)C,Ki,'=',180.0,nM,6.75,,379179,UO_0000065,17.12,0.34,1.0,17.6,False,CHEMBL3888185,"Radioligand Binding Assay: The radioligand binding assays were carried out at four different test concentrations and the test concentrations were 1 nM, 10 nM, 0.1 μM, and 1 μM.The assays were carried out in duplicates and the quantitative data are reported as IC50, Ki, and nH. Where presented, IC50 values were determined by a non-linear, least squares regression analysis using MathIQ (ID Business Solutions Ltd. UK). Where inhibition constants (Ki) are presented, the Ki values were calculated using the equation of Cheng and Prusoff (Cheng, Y., Prusoff, W. H., Biochem. Pharmacol. 1973, 22:3099-3108) using the observed IC50 of the tested compound, the concentration of radioligand employed in the assay and the historical values for the KD of the ligand (obtained experimentally at MDS Pharma Services).",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3886614,37,BindingDB Database,,2016.0,,,180.0,CCC(NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1)C(=O)OCC(C)C
3159,CHEMBL3613153,,0.0,373.5,0.0,3.92,8h,O=C(NCCN1CCC(Cc2ccccc2)CC1)c1ccc2ccccc2n1,IC50,'=',275.0,nM,6.56,,,UO_0000065,17.57,0.32,2.64,14.51,False,CHEMBL3614498,Inhibition of human NET expressed in HEK293 cells assessed as reduction of serotonin reuptake using [3H]-NET after 15 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3611988,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,CHEMBL3307715,,275.0,O=C(NCCN1CCC(Cc2ccccc2)CC1)c1ccc2ccccc2n1
3160,CHEMBL209707,,0.0,280.42,0.0,3.27,23,c1ccc(CCC(c2ccccc2)N2CCNCC2)cc1,IC50,'>',400.0,nM,,,,UO_0000065,,,,,False,CHEMBL863613,Inhibition of [3H]NA reuptake at NA transporter in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1145304,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006.0,CHEMBL3307715,,400.0,c1ccc(CCC(c2ccccc2)N2CCNCC2)cc1
3161,CHEMBL2380983,,0.0,239.32,0.0,2.7,11,CN(C)C[C@@H]1C[C@H]1c1ccc2[nH]cc(C#N)c2c1,Inhibition,'=',55.0,%,,,,UO_0000187,,,,,False,CHEMBL2382972,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cell membranes at 1 uM,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2380269,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013.0,CHEMBL3307715,,55.0,CN(C)C[C@@H]1C[C@H]1c1ccc2[nH]cc(C#N)c2c1
3162,CHEMBL3903154,,0.0,386.41,1.0,6.24,BDBM202583,CCCOCCCN[C@H](CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,'=',72.05,nM,7.14,,359335,UO_0000065,18.48,0.39,0.9,33.6,False,CHEMBL3887869,"Radioligand Binding Assay: The compounds were evaluated using well established radioligand binding assays protocols (Galli, A. et al., J. Exp. Biol. 1995, 198, 2197-2212; Giros, B. et al., Trends Pharmcol. Sci. 1993, 14, 43-49; Gu, H. et al., J. Biol. Chem. 1994, 269(10), 7124-7130; Shearman, L. P. et al, Am. J. Physiol., 1998, 275(6 Pt 1), C1621-1629; Wolf, W. A. et al., J. Biol. Chem. 1992, 267(29), 20820-20825). The human recombinant transporter proteins dopamine (DAT), norepinephrine (NET) and serotonin (SERT) were selected for the in vitro assays.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3886482,37,BindingDB Database,,2016.0,,,72.05,CCCOCCCN[C@H](CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCC1
3163,CHEMBL1224470,,0.0,315.81,0.0,3.02,12g,CN(C)CCC(c1ccc2cc(Cl)ccc2c1)n1ncnn1,Inhibition,'=',32.0,%,,,,UO_0000187,,,,,False,CHEMBL1228921,Inhibition of norepinephrine reuptake at human NET expressed in MDCK cells at 100 uM,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1221386,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,CHEMBL3308370,,32.0,CN(C)CCC(c1ccc2cc(Cl)ccc2c1)n1ncnn1
3164,CHEMBL214209,,0.0,370.49,0.0,3.7,5b,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2,IC50,'=',40.0,nM,7.4,,,UO_0000065,19.97,0.37,3.7,12.62,False,CHEMBL867293,Displacement of [3H]nisoxetine from human NET,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1137428,1,Scientific Literature,J. Med. Chem.,2006.0,,,40.0,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2
3165,CHEMBL306208,,0.0,293.79,0.0,3.08,RTI-31,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,Ratio,'=',0.22,,,,,,,,,,False,CHEMBL751153,Ratio of uptake inhibition to binding affinity to human NET (IC50/Ki),B,BAO_0000357,single protein format,,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1136813,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003.0,,,0.22,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C
3166,CHEMBL1083408,,0.0,347.44,0.0,1.86,R-17a,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,IC50,'=',3.0,nM,8.52,,,UO_0000065,24.53,0.48,6.66,11.69,False,CHEMBL1120739,Inhibition of human NET-mediated norepinephrine uptake in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155515,1,Scientific Literature,J. Med. Chem.,2010.0,,,3.0,CNC[C@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O
3167,CHEMBL2407330,,0.0,290.23,0.0,3.07,3d,COCC(c1ccc(Cl)cc1)C1CCNCC1.Cl,IC50,'=',130.0,nM,6.89,,,UO_0000065,27.14,0.55,3.82,32.39,False,CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2406994,1,Scientific Literature,Bioorg. Med. Chem.,2013.0,CHEMBL3308072,,130.0,COCC(c1ccc(Cl)cc1)C1CCNCC1
3168,CHEMBL232675,,0.0,247.25,0.0,2.71,6p,COC(=O)C1=C(c2ccc([N+](=O)[O-])cc2)CCC1,Ki,,,,,,Not Determined,,,,,,False,CHEMBL893355,Inhibition of [3H]DA uptake in human NET expressed in COS1 cell membrane,F,BAO_0000219,cell-based format,Homo sapiens,,,COS-1,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1148012,1,Scientific Literature,Bioorg. Med. Chem.,2007.0,CHEMBL3308351,,,COC(=O)C1=C(c2ccc([N+](=O)[O-])cc2)CCC1
3169,CHEMBL299233,TALOPRAM,0.0,295.43,0.0,4.2,"2, talopram",CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,Inhibition,'=',66.1,%,,,,UO_0000187,,,,,False,CHEMBL953227,Inhibition of [3H]dopamine reuptake at human NET expressed in african green monkey COS7 cells at 100 nM,B,BAO_0000219,cell-based format,Homo sapiens,,,COS-7,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1150287,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3307648,,66.1,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21
3170,CHEMBL3612832,,0.0,386.54,0.0,4.91,7i,O=C(NCCCN1CCC(Cc2ccccc2)CC1)c1cccc2ccccc12,Ratio,'=',1.32,,,,,,,,,,False,CHEMBL3614495,Inhibition of human NET expressed in HEK293 cells assessed as reduction of serotonin reuptake using [3H]-NET at 1 uM after 15 mins by liquid scintillation counting relative to GBR-12909,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3611988,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,CHEMBL3307715,,1.32,O=C(NCCCN1CCC(Cc2ccccc2)CC1)c1cccc2ccccc12
3171,CHEMBL192528,,0.0,290.41,0.0,3.79,11b,Cc1ccc(Sc2ccccc2CNCCF)c(N)c1,Ki,'=',3910.0,nM,5.41,,,UO_0000065,18.62,0.37,1.62,14.21,False,CHEMBL839977,In vitro displacement of [3H]nisoxetine from human norepinephrine transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1145212,1,Scientific Literature,J. Med. Chem.,2005.0,CHEMBL3307715,,3910.0,Cc1ccc(Sc2ccccc2CNCCF)c(N)c1
3172,CHEMBL365812,,0.0,284.43,0.0,4.0,11e,C=CCNCc1ccccc1Sc1ccc(C)cc1N,Ki,'=',3823.0,nM,5.42,,,UO_0000065,19.05,0.37,1.42,14.24,False,CHEMBL839977,In vitro displacement of [3H]nisoxetine from human norepinephrine transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1145212,1,Scientific Literature,J. Med. Chem.,2005.0,CHEMBL3307715,,3823.0,C=CCNCc1ccccc1Sc1ccc(C)cc1N
3173,CHEMBL1097146,,0.0,294.46,0.0,2.43,17a,OC1(C(CN2CCNCC2)c2cccs2)CCCCC1,INH,'=',54.0,uM,,Non standard unit for type,,UO_0000064,,,,,False,CHEMBL1115636,Inhibition of human NET transfected in MDCK-Net6 cells at 1 uM,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1158540,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,54000.0,OC1(C(CN2CCNCC2)c2cccs2)CCCCC1
3174,CHEMBL227232,,0.0,439.97,1.0,6.11,4f,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc([N+](=O)[O-])cc3)s1)[C@@H](c1ccc(Cl)cc1)C2,Ki,'=',2270.0,nM,5.64,,,UO_0000065,12.83,0.26,-0.47,9.52,False,CHEMBL890742,Displacement of [125I]RTI-55 from human NET expressed in HEK cells after 90 mins,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1146223,1,Scientific Literature,J. Med. Chem.,2007.0,CHEMBL3307715,,2270.0,CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc([N+](=O)[O-])cc3)s1)[C@@H](c1ccc(Cl)cc1)C2
3175,CHEMBL1097146,,0.0,294.46,0.0,2.43,17a,OC1(C(CN2CCNCC2)c2cccs2)CCCCC1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL1115565,Inhibition of human NET transfected in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1158540,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,,OC1(C(CN2CCNCC2)c2cccs2)CCCCC1
3176,CHEMBL427215,,0.0,293.48,,,(R)-60,COc1ccc([C@H](CN(C)C)[Si]2(O)CCCCC2)cc1,IC50,'=',251.0,nM,6.6,,,UO_0000065,22.49,,,,True,CHEMBL2317822,Inhibition of NET (unknown origin) assessed as noradrenaline reuptake,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2311317,1,Scientific Literature,J. Med. Chem.,2013.0,,,251.0,COc1ccc([C@H](CN(C)C)[Si]2(O)CCCCC2)cc1
3177,CHEMBL3407785,,0.0,503.38,1.0,1.12,2,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Br)s4)nc31)[C@H](O)[C@@H]2O,Activity,,,,,,Not Active,,,,,,False,CHEMBL4011344,Enhancing of [3H]mazindol binding to recombinant human NET expressed in HEK293 cell membranes preincubated for 10 mins followed by radioligand addition measured after 90 mins by micro beta scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4007505,1,Scientific Literature,J Med Chem,2017.0,CHEMBL3307715,,,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Br)s4)nc31)[C@H](O)[C@@H]2O
3178,CHEMBL3912652,,0.0,346.37,1.0,5.54,BDBM202590,CCSCCNC(CC)C1(c2ccc(Cl)c(Cl)c2)CCC1,Ki,'=',119.0,nM,6.92,,359342,UO_0000065,19.99,0.45,1.38,57.56,False,CHEMBL3887869,"Radioligand Binding Assay: The compounds were evaluated using well established radioligand binding assays protocols (Galli, A. et al., J. Exp. Biol. 1995, 198, 2197-2212; Giros, B. et al., Trends Pharmcol. Sci. 1993, 14, 43-49; Gu, H. et al., J. Biol. Chem. 1994, 269(10), 7124-7130; Shearman, L. P. et al, Am. J. Physiol., 1998, 275(6 Pt 1), C1621-1629; Wolf, W. A. et al., J. Biol. Chem. 1992, 267(29), 20820-20825). The human recombinant transporter proteins dopamine (DAT), norepinephrine (NET) and serotonin (SERT) were selected for the in vitro assays.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3886482,37,BindingDB Database,,2016.0,,,119.0,CCSCCNC(CC)C1(c2ccc(Cl)c(Cl)c2)CCC1
3179,CHEMBL3775769,,0.0,303.83,0.0,1.67,23a,Cc1cccc(C)c1OCCOCCN[C@@H](C)CO.Cl,Inhibition,'=',34.5,%,,,,UO_0000187,,,,,False,CHEMBL3779519,Displacement of [3H]nisoxentine from human recombinant norepinephrine transporter expressed in CHO cells at 10'-5 M,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3774372,1,Scientific Literature,Bioorg. Med. Chem.,2016.0,CHEMBL3308072,,34.5,Cc1cccc(C)c1OCCOCCN[C@@H](C)CO
3180,CHEMBL1086399,,0.0,349.43,0.0,2.63,8b,CNCCCN1Cc2ccccc2N(c2cccc(F)c2)S1(=O)=O,IC50,'=',630.0,nM,6.2,,,UO_0000065,17.75,0.35,3.57,11.78,False,CHEMBL1101480,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155376,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,630.0,CNCCCN1Cc2ccccc2N(c2cccc(F)c2)S1(=O)=O
