Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
FDBFTQAPQQWDDD-QAPCUYQANA-N,CHEMBL520736,6530,A,6.7,chembl20,491609,9606,SLC6A2,4059,C1=CC=C2C(=C1)[C@H](C[C@H](NC)C2)OC3=CC=CC=C3C
FDBFTQAPQQWDDD-YJBOKZPZNA-N,CHEMBL525249,6530,A,6.8,chembl20,491609,9606,SLC6A2,4059,C1=CC=C2C(=C1)[C@H](C[C@@H](NC)C2)OC3=CC=CC=C3C
FPJZMICPDWNXEV-UHFFFAOYNA-N,CHEMBL1085905,6530,A,6.31,chembl20,617684,9606,SLC6A2,4059,O=S1(N(CC=2C(=CC=CC2)N1C3=CC=C(C=C3)F)CCCNC)=O
FKPQTOXELNJTMQ-UHFFFAOYNA-N,CHEMBL198176,6530,A,8.05,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CCCNC)(C)CC=2C1=CC=CC2)=O)C=3C=CC(=CC3)C
FMNHTBXXYZCSCU-UHFFFAOYNA-N,CHEMBL2171418,6530,A,7.8,chembl20,863447,9606,SLC6A2,4059,C1=CC(=CC2=C1C=CC=C2)C(C3CNC3)OC4=CC(=C(C=C4)Cl)Cl
FLOGKESFYXJKPK-HNNXBMFYNA-N,45272720,6530,A,7.72125,pubchem,430251,9606,SLC6A2,4059,S(C1=C(C(=O)N([C@H]2CCNC2)C3=CC=CC=C3)C=CC=C1)C
FNOISVLLQKQMJQ-UHFFFAOYNA-N,CHEMBL382810,6530,A,5.7,chembl20,339940,9606,SLC6A2,4059,S(=C)(O)C=1C=C2C(C(CCC2NC)C3=CC=C(C(=C3)Cl)Cl)=CC1
FFJCCOLDJHZNND-DZQCGVKKNA-N,CHEMBL481306,6530,A,6.89,chembl20,487517,9606,SLC6A2,4059,C=1(C=C(CNC)C(=CC1)CC2=CC=C(C(=C2)Cl)Cl)S(N)(=O)=O
FFJNDOUWRPDJJX-LBPRGKRZNA-N,CHEMBL516730,6530,A,7.34,chembl20,490418,9606,SLC6A2,4059,C=1C(=C(CN(C(=O)OCC)[C@@H]2CNCC2)C=CC1)C(F)(F)F
BTVODQSCRZBWKN-UHFFFAOYNA-N,CHEMBL603855,6530,A,5.97,chembl20,603452,9606,SLC6A2,4059,C=1(C=CC=2NC=C(C2C1)S(=O)(=O)C3=CC=CC=C3)CCN(C)CC
BSMJJWYXCCOYNP-ZDUSSCGKNA-N,CHEMBL466963,6530,A,7.51,chembl20,513532,9606,SLC6A2,4059,C(N(CC1=C(C=C(C=C1)Cl)Cl)[C@@H]2CNCC2)(=O)CCC
BTDIKAPSRZPGSC-ROUUACIJNA-N,25188770,6530,A,8.9914,pubchem,412245,9606,SLC6A2,4059,O1[C@H]([C@@H](OC=2C(=CC=CC2)C)C3=CC=CC=C3)CNCC1
BLEJWKMRQPRJHY-PKSOQXRJNA-N,CHEMBL1171975,6530,A,7.6,chembl20,640165,9606,SLC6A2,4059,N1CCN(C(C1)CC=2C=CC=CC2)C=3C=CC4=C(C3)C=NN4
HYXUARRYTJMRKQ-KRWDZBQONA-N,CHEMBL449235,6530,A,6.93,chembl20,490418,9606,SLC6A2,4059,C=1C(=C(CN([C@@H]2CNCC2)C=O)C=CC1)C3=CC=CC=C3
HXPJUTFPDVBIKT-UHFFFAOYNA-N,24937629,6530,A,7.52288,pubchem,619831,9606,SLC6A2,4059,S1(=O)(=O)N(CCC2CCCNC2)C=3C(N1C4=CC=CC=C4)=CC=CC3
HXVMFBSINMZKRO-LILDFLRNNA-N,CHEMBL1224093,6530,A,8.1,chembl20,652283,9606,SLC6A2,4059,C1CCC(CC(C)C)(C(C2=CC=C3C(=C2)C=NN3)=O)N1
HUGQKIWTNMQGCP-KRWDZBQONA-N,44578266,6530,A,8.30103,pubchem,342389,9606,SLC6A2,4059,S(=O)(=O)(N([C@H]1CCNC1)CC=2C(C3=CC=CC=C3)=CC=CC2)C
HUGQKIWTNMQGCP-QGZVFWFLNA-N,CHEMBL478622,6530,A,7.54,chembl20,490418,9606,SLC6A2,4059,C=1C(C2=CC=CC=C2)=C(CN([C@H]3CNCC3)S(C)(=O)=O)C=CC1
AKRIZMRTOCYSRB-UHFFFAOYNA-N,16660020,6530,A,7.04096,pubchem,339392,9606,SLC6A2,4059,FC(F)(F)OC=1C=C(C(C2(O)CCCCC2)CN3CCN(CC3)C)C=CC1
CPOJRUIBXUMYCG-UHFFFAOYNA-N,CHEMBL574020,6530,A,6.16,chembl20,587779,9606,SLC6A2,4059,C12N(C(CC1)CC(C2C(OC)=O)C=3C=CC(=C(C3)Br)S(=C)O)C
CLPXEXYSIPWDMI-UHFFFAOYNA-N,CHEMBL2047567,6530,A,5.45,chembl20,827276,9606,SLC6A2,4059,C(CCN1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=CC(=CC3)N(=O)=O
CNMILBJXRPMDFH-UHFFFAOYNA-N,CHEMBL152748,6530,A,5.16,chembl20,193312,9606,SLC6A2,4059,N1(N(C2=C3C(C=C(C=C3)Cl)=NC=C2)CCC)C=CC4=C1C=CC=C4
CMNJEKBHBKVRME-AWEZNQCLNA-N,CHEMBL1078743,6530,A,6.87,chembl20,620407,9606,SLC6A2,4059,C=1(C=CC=C(C1)Cl)C(=O)N(CC(C)C)[C@H]2CCNC2
CJOKQBSVKKHHCD-COPLHBTANA-N,CHEMBL1172381,6530,A,5.7,chembl20,642208,9606,SLC6A2,4059,C=1(C(=CC=C(C1)[C@@]23[C@H]([C@@H]2CNCC3)COC)Cl)Cl
CJOKQBSVKKHHCD-MISXGVKJNA-N,CHEMBL1173342,6530,A,6.5,chembl20,642208,9606,SLC6A2,4059,C=1(C(=CC=C(C1)[C@@]23[C@@H]([C@@H]2CNCC3)COC)Cl)Cl
CJOTYXSOAIOWPI-IAGOWNOFNA-N,CHEMBL234379,6530,N,4.03,chembl20,444198,9606,SLC6A2,4059,C1C[C@@H](C(=O)OC)[C@@H](C=2C=CC(C(C)(C)C)=CC2)CCC1
CBIWVBLPTDWHKB-APWZRJJANA-N,CHEMBL497463,6530,A,7,chembl20,510091,9606,SLC6A2,4059,C1=CC=C2C(=C1)[C@H]([C@@H](CNC)CC2)OC3=CC=CC=C3C
CBKZFNTYOMFOLF-UHFFFAOYNA-N,CHEMBL561599,6530,A,5.8,chembl20,582671,9606,SLC6A2,4059,C=1(C=CC=2NC=CC2C1)N(C3CCNCC3)C(C4=CC=CC=C4)C
BZEJZLOEKMOQPW-ZWKOTPCHNA-N,CHEMBL462384,6530,A,8.7,chembl20,558433,9606,SLC6A2,4059,C1=CC=C2C(=C1)[C@@H]([C@@](O)(C2)CNC)OC3=CC=CC=C3SC
QRBKUYBUQLQJEH-DZGCQCFKNA-N,44448391,6530,A,7.19382,pubchem,319764,9606,SLC6A2,4059,S1C=C([C@]2([C@@H](C2)CN)C(=O)N(CCOC)CC#C)C=C1
YIEXSVBTWQZEGZ-MSOLQXFVNA-N,15952123,6530,A,6.11351,pubchem,410404,9606,SLC6A2,4059,O([C@H]1[C@](O)(CC=2C1=CC=CC2)CNC)C=3C(=CC=CC3)C
YIEXSVBTWQZEGZ-ZWKOTPCHNA-N,44563214,6530,A,8.52288,pubchem,410404,9606,SLC6A2,4059,O([C@@H]1[C@@](O)(CC=2C1=CC=CC2)CNC)C=3C(=CC=CC3)C
YJNSSHGTSILZGM-UHFFFAOYNA-N,44449333,6530,A,7.49485,pubchem,331703,9606,SLC6A2,4059,ClC1=CC(OC)=C(OC2=C(CNC)C=C(C=C2)C(=O)N(C)C)C=C1
YHCLEHAMAKETBI-SJLPKXTDNA-N,71562372,6530,A,9.10018,pubchem,731055,9606,SLC6A2,4059,O([C@@H]([C@@H]1CCNC1)C2=CC=CC=C2)C=3C(=CC=CC3)C
YHCLEHAMAKETBI-WMZOPIPTNA-N,71562371,6530,A,8.10018,pubchem,731055,9606,SLC6A2,4059,O([C@H]([C@H]1CCNC1)C2=CC=CC=C2)C=3C(=CC=CC3)C
HIWRPROZZGDETH-ROUUACIJNA-N,CHEMBL538053,6530,A,5.74,chembl20,142806,9606,SLC6A2,4059,[C@@H]([C@H](C1CCCCC1)O)(C2=CC=C(C=C2)OC)CN(C)C
HGBGXSPIBLZGHS-HPHMPNDVNA-N,44568380,6530,A,6.11351,pubchem,339488,9606,SLC6A2,4059,ClC=1C=C(C2CCC(NC)C3=C2C=CC(S(=O)(=O)N)=C3)C=CC1Cl
HLQQIEZMTRFYMO-KRWDZBQONA-N,44592155,6530,A,5.25181,pubchem,416799,9606,SLC6A2,4059,S(=O)(=O)(N([C@H]1CCNC1)CCCC)C2=CC=3C(C=C2)=CC=CC3
HFHWEFNEZUUCLY-UHFFFAOYNA-N,24749952,6530,A,7.02228,pubchem,304586,9606,SLC6A2,4059,S(C1=C(CN(C)C)C=C(OCCCF)C=C1)C=2C(N)=CC(F)=CC2
IJGZWWMJLUQKSO-UHFFFAOYNA-N,44416103,6530,A,7.59346,pubchem,270529,9606,SLC6A2,4059,O(C(=O)CC=1C2C3N(C(CC2C4=CC=C(C=C4)C)CC3)C1)C
IJNVPBUKXATNNR-UYBDAZJANA-N,73349320,6530,A,5.69186,pubchem,773432,9606,SLC6A2,4059,ClC=1C=C(C2C(C(=O)NC2)C3=CC=C(Cl)C=C3)C=CC1Cl
IGKPIVYFTICMLH-HNNXBMFYNA-N,CHEMBL563117,6530,A,8.05,chembl20,581595,9606,SLC6A2,4059,C1=C(C(C(N(CC)[C@@H]2CNCC2)=O)=CC=C1)OC3=CC=CC=C3
ILOAMTJMRVQTSL-UHFFFAOYNA-N,CHEMBL562854,6530,A,7.38,chembl20,575205,9606,SLC6A2,4059,C1=CC=C(C(OC2=C(C(=CC=C2)C)C)C3CCNCC3)C=N1
INFXKGQBKNZHOQ-GXTWGEPZNA-N,CHEMBL1642893,6530,A,6.76,chembl20,699305,9606,SLC6A2,4059,[C@@H]1(C2=CC=C(C(=C2)Cl)Cl)C=3C=CC=CC3C[C@H](N)C1
INFXKGQBKNZHOQ-JSGCOSHPNA-N,CHEMBL1642890,6530,A,6.91,chembl20,699305,9606,SLC6A2,4059,[C@H]1(C2=CC=C(C(=C2)Cl)Cl)C=3C=CC=CC3C[C@H](N)C1
INFXKGQBKNZHOQ-OCCSQVGLNA-N,CHEMBL1642892,6530,A,6.07,chembl20,699305,9606,SLC6A2,4059,[C@H]1(C2=CC=C(C(=C2)Cl)Cl)C=3C=CC=CC3C[C@H](C1)N
INFXKGQBKNZHOQ-TZMCWYRMNA-N,CHEMBL1642891,6530,A,6.14,chembl20,699305,9606,SLC6A2,4059,[C@@H]1(C2=CC=C(C(=C2)Cl)Cl)C=3C=CC=CC3C[C@H](C1)N
GZWPHROGQGOESZ-HJWRWDBZNA-N,10363398,6530,A,7.82391,pubchem,259565,9606,SLC6A2,4059,I/C=C\C1=CC=C(C2C(C3NC(C2)CC3)C(OC)=O)C=C1
GVFNSRVEVUSCRN-UHFFFAOYNA-N,CHEMBL517305,6530,A,8.3,chembl20,493416,9606,SLC6A2,4059,C=1(C=CC=2NC=C(C2C1)C#N)C3(CNCC3)CC4=CC=CC=C4
HBWHFDXFCMNHBX-UYBDAZJANA-N,CHEMBL258060,6530,A,7.6,chembl20,463818,9606,SLC6A2,4059,C1(=CC(CNC)=C(OC=2C(=CC(Cl)=CC2)C)C=C1)N=S(C)(O)=O
GTKJFGPZQFGMLW-UHFFFAOYNA-N,44404262,6530,A,5.84466,pubchem,254371,9606,SLC6A2,4059,FC(F)(F)C1=CC=C(N2C(=O)C(CC=3C2=CC=CC3)CCCNC)C=C1
HAUQQZNNDHTKIA-LILDFLRNNA-N,CHEMBL2430693,6530,A,5.49,chembl20,983930,9606,SLC6A2,4059,C1(C2=CC=C(C=C2)Cl)C(C(=O)NC1)C=3C=CC=C(C3)Cl
GXWUVPPXUBCALT-JMSVASOKNA-N,CHEMBL598825,6530,A,9.2,chembl20,613740,9606,SLC6A2,4059,C=1(C(=CC=C(C1)[C@]23[C@@H]([C@H]2CNC3)COCCC)Cl)Cl
GXWUVPPXUBCALT-SLEUVZQENA-N,CHEMBL599845,6530,A,9.3,chembl20,613740,9606,SLC6A2,4059,C=1(C(=CC=C(C1)[C@@]23[C@H]([C@@H]2CNC3)COCCC)Cl)Cl
GYTGCOARTYXPAX-UHFFFAOYNA-N,CHEMBL133646,6530,A,7.48,chembl20,142614,9606,SLC6A2,4059,N12C(C3=C4C(C=CC=C4)=CC=C3C1(C=5C=CC(=CC5)Cl)O)=NCC2
GZAWVIWERRSMCS-LBPRGKRZNA-N,CHEMBL1080789,6530,A,7.62,chembl20,620407,9606,SLC6A2,4059,C=1(C=CC=C(C1Cl)Cl)C(=O)N(CCC2CC2)[C@@H]3CNCC3
JHBXYVBNWXENQD-UHFFFAOYNA-N,CHEMBL1224161,6530,A,7.6,chembl20,652283,9606,SLC6A2,4059,C1(CCCNC1)(C(C=2C=CC=3NC=CC3C2)=O)CC4=CC=CC=C4
JIUZCRQPSREENI-UHFFFAOYNA-N,CHEMBL232069,6530,N,3.67,chembl20,444198,9606,SLC6A2,4059,C1CC=C(C=2C=CC(C3=CC=CC=C3)=CC2)C(C(OC)=O)C1
JGGUUPWIOMBFIE-NPVYFSBINA-N,44455590,6530,A,7.60206,pubchem,315792,9606,SLC6A2,4059,ClC1=CC(=C(OC=2C(C=NC)=CC(NS(O)(=O)C)=CC2)C=C1)C
JBTZQUNHYUVAIK-INIZCTEONA-N,CHEMBL477573,6530,A,7.02,chembl20,490418,9606,SLC6A2,4059,C1=CC=CC(CN(S(=O)(=O)C)[C@@H]2CNCC2)=C1OC3=CC=CC=C3
IDJLHSSQHKZAPT-LBPRGKRZNA-N,11336016,6530,A,7.4318,pubchem,469544,9606,SLC6A2,4059,ClC=1C(C(=O)N([C@H]2CCNC2)CC(C)C)=CC=C(Cl)C1
IHBJHLUWGRKAPP-UYBDAZJANA-N,CHEMBL404317,6530,A,7.59,chembl20,463818,9606,SLC6A2,4059,C1(=CC(CNC)=C(OC=2C(=CC(=CC2)Cl)C)C=C1)C(=O)NC
IHBSSBISPQPZFN-UHFFFAOYNA-N,CHEMBL196751,6530,A,7.77,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CC)(CCCNC)CC=2C1=CC=CC2)=O)C=3C=CC(=CC3)C
IXXMPCPWTWLRBY-ZWKOTPCHNA-N,44410093,6530,A,7.92445,pubchem,263026,9606,SLC6A2,4059,BrC=1C(C[C@](O)([C@H]2OCCNC2)C3=CC=CC=C3)=CC=CC1
JAUOIFJMECXRGI-UHFFFAOYNA-N,CHEMBL1172,6530,A,5.96,chembl20,774705,9606,SLC6A2,4059,C1C=2C(=NC=CC2)C(C3=C(C1)C=C(Cl)C=C3)=C4CCNCC4
IVMHSWRHRXAZNE-KRWDZBQONA-N,CHEMBL247538,6530,A,7.96,chembl20,454294,9606,SLC6A2,4059,N([C@@H]1CNCC1)(CC2=C(C(=CC=C2)OC)C)C3CCOCC3
JWSCWFWSMYRJBE-PSOPSSQANA-N,46228719,6530,A,7.70006,pubchem,462682,9606,SLC6A2,4059,ClC=1C=C([C@]23[C@H]([C@@H]2C=4OC(=CN4)C)CNC3)C=CC1Cl
JTBUWXHKRDNJAX-UHFFFAOYNA-N,CHEMBL198215,6530,A,7.37,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CCCNC)(C)CC=2C1=CC=C(Cl)C2)=O)C=3C=CC(=CC3)C
JTVKAFWSBOMWKU-KRWDZBQONA-N,25195291,6530,A,7.74473,pubchem,342389,9606,SLC6A2,4059,O(C(=O)N([C@H]1CCNC1)CC=2C(C3=CC=CC=C3)=CC=CC2)C
JTZODQOWHKXAGE-VMZNBEPHNA-N,45378387,6530,A,8.40012,pubchem,462682,9606,SLC6A2,4059,ClC=1C=C(C2([C@@H]3[C@H]2CNC3)CCOC4CCC4)C=CC1Cl
JUHGVUXNNZSORA-VQIMIIECNA-N,CHEMBL1813318,6530,A,6.69,chembl20,761203,9606,SLC6A2,4059,C1CC[C@@H]2CN(C[C@]2(C3=CC=CC=4C3=CC=CC4)C1)C
JQSJAVBMIMDUFO-QWOVJGMINA-N,CHEMBL1885748,6530,A,5.16,chembl20,965549,9606,SLC6A2,4059,ClC1=CC(CNC2=NC=NC=C2C=3C=C4OCOC4=CC3)=CC(Cl)=C1
HRZCVADZOIJDCK-UHFFFAOYNA-N,CHEMBL1830883,6530,A,5.64,chembl20,769842,9606,SLC6A2,4059,N1(S(N(C=2C1=CC=CC2)C=3C=CC=CC3)(=O)=O)CC4CN(CCO4)C
HKMJCOCCPVLYPB-BJUDXGSMNA-N,44586246,6530,A,5.54061,pubchem,408804,9606,SLC6A2,4059,FC=1C=C2C(CCCN3CCC4=C(C3)C=CC=C4O[11CH3])=CNC2=CC1
HIKRIVCRSDESKA-LRDDRELGNA-N,71562716,6530,A,9.30016,pubchem,731055,9606,SLC6A2,4059,ClC=1C(O[C@H]([C@H]2CCNC2)C3=CC=CC=C3)=C(Cl)C=CC1Cl
GBPYXOBRYGPNKY-CQSZACIVNA-N,CHEMBL475527,6530,A,6.92,chembl20,558178,9606,SLC6A2,4059,C=1C=CC2=C(SC(N2[C@H](CCNC)C3=CC=CC=C3)=O)C1
GSCMKUDZZALNHS-UHFFFAOYNA-N,45487689,6530,A,5.92082,pubchem,445757,9606,SLC6A2,4059,N(C1CCNCC1)(CC2=CC=3C(C=C2)=CC=CC3)C=4N=CC=CN4
GSMFLJBANXQXTM-NSHDSACANA-N,CHEMBL1080790,6530,A,7.89,chembl20,620407,9606,SLC6A2,4059,C=1(C=CC=C(C1Cl)Cl)C(=O)N(CC(C)(C)C)[C@@H]2CNCC2
GRBCPJNRLNFZRM-UHFFFAOYNA-N,CHEMBL606144,6530,A,7.14,chembl20,603449,9606,SLC6A2,4059,C1=CC=C2NC=C(C2=C1CCN3CCCC3)S(=O)(=O)C4=CC=CC=C4
GRUIIAQNNWQJPW-GOSISDBHNA-N,24895130,6530,A,7.85387,pubchem,339392,9606,SLC6A2,4059,ClC=1C=C([C@H](C2(O)CCCCC2)CN3CCN(CC3)C)C=CC1
GRUIIAQNNWQJPW-SFHVURJKNA-N,CHEMBL459852,6530,A,6.73,chembl20,487421,9606,SLC6A2,4059,C1=CC(=CC([C@H](CN2CCN(CC2)C)C3(CCCCC3)O)=C1)Cl
ISKVOQJXBREYEF-ZANVPECINA-N,CHEMBL257809,6530,A,7.54,chembl20,467790,9606,SLC6A2,4059,[C@]1(C(N(CC)CC)=O)([C@H](CN)C1)C2=CC=C(S2)Br
ISYQRUPHFNFRMZ-UHFFFAOYNA-N,CHEMBL560536,6530,A,7.2,chembl20,582671,9606,SLC6A2,4059,C=1(C=CC=2NC=CC2C1)N(CC3=CC=CC=C3)C4CNCCC4
HWOCKNMBFVXGDK-UHFFFAOYNA-N,44404274,6530,A,6.78252,pubchem,254371,9606,SLC6A2,4059,FC1=CC(N2C(=O)C(CC=3C2=CC=CC3)(CCCNC)C)=CC(F)=C1
JMCFSRJDUZTPRD-UHFFFAOYNA-N,CHEMBL194205,6530,A,7.36,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CCCNC)(C)CC=2C1=CC=CC2)=O)C3=CC=CC=C3
JNLXUEPMJIMNHM-JMSVASOKNA-N,25025977,6530,A,9.60033,pubchem,462682,9606,SLC6A2,4059,ClC=1C=C([C@@]23[C@@H]([C@H]2COC(C)C)CNC3)C=CC1Cl
JOBHARMVZDXCRY-UHFFFAOYNA-N,CHEMBL132955,6530,A,8,chembl20,145000,9606,SLC6A2,4059,N12C(C3=CC(Cl)=C(C=C3C1=NCC2)Cl)(C=4C=CC(=CC4)Cl)O
KWWVMVUZZJMGRZ-ZVDHGWRTNA-N,CHEMBL551573,6530,A,8.05,chembl20,575205,9606,SLC6A2,4059,C1=CC=NC(=C1)C([C@H]2CNCC2)OC=3C(=C(C=CC3)Cl)Cl
KWAYIPPRBHZSBU-IAGOWNOFNA-N,CHEMBL509228,6530,A,5.96,chembl20,500244,9606,SLC6A2,4059,C=1C=CC(N([C@H](C2=CC=CC=C2)[C@@H](CNC)O)C)=CC1
KWAYIPPRBHZSBU-SJORKVTENA-N,24897268,6530,A,7.52288,pubchem,352215,9606,SLC6A2,4059,O[C@@H]([C@@H](N(C1=CC=CC=C1)C)C2=CC=CC=C2)CNC
KGCAQBRBCVWBSF-UHFFFAOYNA-N,CHEMBL256021,6530,A,6.02,chembl20,469334,9606,SLC6A2,4059,C(N(CC)C(C1(C2=CC=CC=C2)C(C1)CNCC(OC)OC)=O)C
JPUDXOCAZQSFHB-UHFFFAOYNA-N,CHEMBL560049,6530,A,6.67,chembl20,575205,9606,SLC6A2,4059,C1=CC=C(C(OC2=C(C(=CC(=C2)Cl)Cl)Cl)C3CCNCC3)C=N1
LPLLJFFJYKVRLO-UHFFFAOYNA-N,CHEMBL1224160,6530,A,8.1,chembl20,652283,9606,SLC6A2,4059,C1(CCCN1)(C(C=2C=CC=3NC=CC3C2)=O)CC4=CC=CC=C4
LNWGBLPMTUFHJM-HUUCEWRRNA-N,CHEMBL1170233,6530,A,6.1,chembl20,642208,9606,SLC6A2,4059,C1CN(C[C@@]2([C@]1(C2)C3=CC(=C(C=C3)Cl)Cl)COC)C
LMZHBWVCOJNPLJ-HZPDHXFCNA-N,CHEMBL1173753,6530,A,6.3,chembl20,642208,9606,SLC6A2,4059,C1CNC[C@@]2([C@]1(C2)C=3C=CC(=C(C3)Cl)Cl)C(N=C=CC)=O
LNPDTQAFDNKSHK-HVXXBKQBNA-N,CHEMBL865,6530,A,5.54,chembl20,774705,9606,SLC6A2,4059,S(=O)(=O)(N)C=1C=CC(=CC1)C2=C(C)ON=C2C=3C=CC=CC3
GZJJRCVIVJXCPO-LBPRGKRZNA-N,46882937,6530,A,6.58004,pubchem,469544,9606,SLC6A2,4059,ClC=1C(C(=O)N([C@H]2CCNC2)CC(C)C)=CC=C(F)C1
IEMZWXPJSYEEOM-UHFFFAOYNA-N,44359156,6530,A,7.09151,pubchem,145369,9606,SLC6A2,4059,O(C(CCNC)C1=CC(OC)=CC=C1)C=2C=3C(C=CC2)=CC=CC3
IDGXKCMPBMPCQQ-UHFFFAOYNA-N,CHEMBL2047575,6530,A,5.6,chembl20,827276,9606,SLC6A2,4059,C(CCN1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=C4CCOC4=CC3
IDZYJTXHWNKKBY-OCZCAGDBNA-N,25210603,6530,A,8.60033,pubchem,462682,9606,SLC6A2,4059,ClC=1C=C(C2([C@@H]3[C@H]2CNC3)COC4CCC4)C=CC1Cl
IECZTWNGAWLQAQ-AWEZNQCLNA-N,CHEMBL1078741,6530,A,7.37,chembl20,620407,9606,SLC6A2,4059,C=1(C=C(C=C(C1)Cl)Cl)C(=O)N(CC(C)C)[C@@H]2CNCC2
IAMMWWXBTYJBCX-UHFFFAOYNA-N,CHEMBL1083425,6530,A,7.4,chembl20,634878,9606,SLC6A2,4059,C=1(C=CC(C(N2CCNCC2)CC=3C=CC=CC3OC(F)F)=CC1)F
IAPNVLHDPZOUSQ-ZDUSSCGKNA-N,CHEMBL1079264,6530,A,7.96,chembl20,620407,9606,SLC6A2,4059,C=1(C=CC=C(Cl)C1Cl)C(=O)N(C2=CC=CC=C2)[C@@H]3CNCC3
KZCROLYCBADBTI-DLBZAZTENA-N,CHEMBL1813476,6530,A,7.85,chembl20,761203,9606,SLC6A2,4059,C1[C@@H]2[C@](CNC2)(C3=CC4=C(C=C3)C=CC=C4)CC1
KZCROLYCBADBTI-SJORKVTENA-N,CHEMBL1813477,6530,A,7.22,chembl20,761203,9606,SLC6A2,4059,C1[C@H]2[C@@](CNC2)(C3=CC4=C(C=C3)C=CC=C4)CC1
LEZWWPYKPKIXLL-UHFFFAOYNA-N,CHEMBL808,6530,A,5.62,chembl20,774705,9606,SLC6A2,4059,C=1(C(=CC(=CC1)Cl)Cl)C(CN2C=NC=C2)OCC3=CC=C(C=C3)Cl
KXYMHOPZXNZJHG-UHFFFAOYNA-N,CHEMBL335423,6530,A,5.84,chembl20,142799,9606,SLC6A2,4059,C1(C2N(C)C(CC1C3=CC(OC)=C(C=C3)OC)CC2)C(=O)OC
KYMPTONVLFUIMS-QWOVJGMINA-N,CHEMBL561598,6530,A,7.8,chembl20,582671,9606,SLC6A2,4059,C=1(C=CC=2NN=CC2C1)N(CC3=CC=CC=C3)C4CCNCC4
KXLJVOFBGQNGTJ-OCZCAGDBNA-N,25210876,6530,A,8.80134,pubchem,462682,9606,SLC6A2,4059,ClC=1C=C(C2([C@H]3[C@@H]2CNC3)CCOC(C)C)C=CC1Cl
KXRRNOJECCYJIA-GUYCJALGNA-N,44625570,6530,A,8.10018,pubchem,731055,9606,SLC6A2,4059,FC1=C(O[C@H]([C@H]2CCNC2)C3=CC=CC=C3)C=CC(F)=C1
KPDJDJHGSVDTMY-UHFFFAOYNA-N,9839972,6530,A,6.92082,pubchem,423861,9606,SLC6A2,4059,O(C(C1CCNCC1)C2=CC=CC=C2)C=3C=4C(C=CC3)=CC=CC4
KLPCBCDMRUJYFL-OALUTQOANA-N,CHEMBL539564,6530,A,7.68,chembl20,142806,9606,SLC6A2,4059,[C@H](C=1C=C2C(=CC1)C=CC=C2)([C@H](C=3C=CC=CC3)O)CN
KJKJGUOGZBYCCJ-AEFFLSMTNA-N,44560671,6530,A,5.52288,pubchem,343580,9606,SLC6A2,4059,O([C@H]1C[C@@H](NCC)C=2C1=CC=CC2)C=3C(=CC=CC3)C
KNTQYVICAJIRLP-UHFFFAOYNA-N,CHEMBL370063,6530,A,6.84,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CCCNC)(C)CC=2C1=CC=CC2)=O)C=3C=C(C)C=CC3
KOMVBLAWAGFCNI-UHFFFAOYNA-N,CHEMBL1082534,6530,A,5.99,chembl20,617684,9606,SLC6A2,4059,O=S1(N(CC=2C(=CC=CC2)N1C3=CC(=CC=C3)C)CCCNC)=O
JXIHZLYRWFFHPQ-PKSOQXRJNA-N,CHEMBL1224319,6530,A,8.2,chembl20,652283,9606,SLC6A2,4059,C1(CCNC1)(C(C2=CC=C3C(=C2)C=NN3)=O)CCC(C)(C)C
KGIFNVHVKHFIJZ-UHFFFAOYNA-N,CHEMBL381079,6530,A,7.8,chembl20,355136,9606,SLC6A2,4059,C1(=CC=C(F)C=C1C(F)(F)F)CN(CC(C)(C#N)C)C2CCNCC2
JZFGPXKITYCBJZ-CVEARBPZNA-N,CHEMBL448897,6530,A,6.26,chembl20,500244,9606,SLC6A2,4059,C=1C=CC(N([C@@H](C2=CC=CC(=C2)F)[C@@H](CN)O)C)=CC1
JZKRUQHCKJXZSS-ZWKOTPCHNA-N,CHEMBL454770,6530,A,8.4,chembl20,558433,9606,SLC6A2,4059,C1=CC=C2C(=C1)[C@@H]([C@@](O)(C2)CNC)OC=3C=CC(=CC3C)O
KCFUXTYNOWCQBR-MSOLQXFVNA-N,CHEMBL467512,6530,A,6.4,chembl20,500244,9606,SLC6A2,4059,C=1C=CC(N([C@H]([C@@H](CNC)O)C2=CC=CC=C2)C)=CC1OC
KDERKEZKMQCRPQ-DZGCQCFKNA-N,CHEMBL1642897,6530,A,7.14,chembl20,699574,9606,SLC6A2,4059,C1=CC=C2C(=C1)C[C@@H](C[C@@H]2C3=CC=C(C(=C3)Cl)Cl)NC
KDERKEZKMQCRPQ-HIFRSBDPNA-N,CHEMBL1642896,6530,A,7.35,chembl20,699305,9606,SLC6A2,4059,[C@H]1(C2=CC=C(C(=C2)Cl)Cl)C=3C=CC=CC3C[C@H](C1)NC
